"dataset_id","dataset_name","workflow","iteration","prec","rec","F1"
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",1,0.65110938236584,0.492469237139992,0.560785826805608
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",2,0.650641956941368,0.487288110484488,0.557240025333186
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",3,0.649204931632918,0.490745440111044,0.558961807098765
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",4,0.780213486845275,0.49172520851454,0.603253350030867
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",5,0.778752771511444,0.49862569760098,0.607973522872046
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",6,0.777760009446149,0.49843311651873,0.607527712733581
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",7,0.776135519327894,0.49783890047216,0.606590599551018
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",8,0.828924107870041,0.50362569351808,0.626569420917744
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",9,0.828839056607642,0.503622256847839,0.626542462489769
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",10,0.829240107897635,0.506717823439236,0.629047865544582
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",11,0.831023207180932,0.514840401950785,0.635791500880962
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",12,0.815753974023599,0.506648279234477,0.625075080142175
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",13,0.8225546022057,0.506646707508445,0.627060141917947
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",14,0.828499361514948,0.505379505295041,0.627803030512105
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",15,0.826971042059156,0.503283874410868,0.625746516581288
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",16,0.826657522016474,0.49840278280889,0.621871182620949
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",17,0.82991950356779,0.502659513313164,0.626104611385691
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",18,0.83075219259139,0.501904275063693,0.625754779420125
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",19,0.833020078755956,0.503105397607714,0.627331647141879
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",20,0.829033877654894,0.547016055637662,0.659125560450662
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",21,0.831192515105961,0.540971149621075,0.655389997581306
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",22,0.830299011588615,0.543550385593758,0.656999739320333
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",23,0.81731083081881,0.540064939611309,0.650373955548007
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",24,0.762496894093453,0.534938461565124,0.628761831864052
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",25,0.732310664049629,0.545369701731298,0.625164257233132
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",26,0.731308184227982,0.544397343981478,0.624160081338555
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",27,0.73270208218339,0.54470347792793,0.624868694661934
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",28,0.731596245902988,0.537459145699071,0.619678377983622
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",29,0.702420193951887,0.538279021766852,0.609491889862558
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",30,0.702288082413346,0.538746855298056,0.609741892700006
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",31,0.785542137715972,0.539713650766161,0.639827901393932
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",32,0.74318035302727,0.53766060478633,0.623931949765321
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",33,0.748897494720937,0.536148241922271,0.624911726836234
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",34,0.750218099674341,0.535837548663164,0.625159615778522
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",35,0.748090355248384,0.535555939247521,0.624228394636382
"DS04","Bike Sharing Daily - Count of Bike Rentals","mc.lm",36,0.7497738314301,0.530426024919665,0.6213085418213
